word,length,n_synsets,n_synonyms,n_consonants,n_vowels,n_hypernyms,n_hyponyms,n_consonantconjuncts,n_syllables,frequency,label,label_avg
पयोधि,0.28571428571428603,0.0,0.350282485875706,0.2,0.4,0.0,0.048507462686567,0.0,0.5,0.0009704027171280001,1,2.4
तोयनिधि,0.5714285714285711,0.0,0.350282485875706,0.4,0.6,0.0,0.048507462686567,0.0,0.75,0.000114598297475,1,2.8
पयोनिधि,0.5714285714285711,0.0,0.350282485875706,0.4,0.6,0.0,0.048507462686567,0.0,0.75,0.00012130033964100001,1,2.6
वारिधि,0.42857142857142894,0.0,0.350282485875706,0.2,0.6,0.0,0.048507462686567,0.0,0.5,0.00147704472301,1,2.8
तिमिकोश,0.5714285714285711,0.0,0.350282485875706,0.4,0.6,0.0,0.048507462686567,0.0,0.5,0.0,1,1.8
वारिनिधि,0.7142857142857142,0.0,0.350282485875706,0.4,0.8,0.0,0.048507462686567,0.0,0.75,0.0,1,3.0
अपांनाथ,0.5714285714285711,0.0,0.350282485875706,0.2,0.8,0.0,0.048507462686567,0.0,0.5,0.0,1,2.4
अपांनिधि,0.7142857142857142,0.0,0.350282485875706,0.2,1.0,0.0,0.048507462686567,0.0,0.75,0.0,1,2.4
अपांपति,0.5714285714285711,0.1,0.570621468926554,0.2,0.8,0.284615384615385,0.048507462686567,0.0,0.5,0.0,1,2.4
वारींद्र,0.7142857142857142,0.0,0.350282485875706,0.4,0.8,0.0,0.048507462686567,0.5,0.5,0.00022919659495,1,2.4
वारीन्द्र,0.857142857142857,0.0,0.350282485875706,0.6,0.8,0.0,0.048507462686567,1.0,0.5,0.00017826401829400002,1,2.2
वारिराशि,0.7142857142857142,0.0,0.350282485875706,0.4,0.8,0.0,0.048507462686567,0.0,0.75,0.0,1,3.0
पाथोधि,0.42857142857142894,0.0,0.350282485875706,0.2,0.6,0.0,0.048507462686567,0.0,0.5,2.5466288327761802e-05,1,2.8
मगरधर,0.28571428571428603,0.0,0.350282485875706,0.6,0.0,0.0,0.048507462686567,0.0,0.75,0.0,1,2.8
अबिंधन,0.42857142857142894,0.1,0.40677966101694896,0.2,0.6,0.576923076923077,0.048507462686567,0.0,0.5,0.0,1,2.8
अबिन्धन,0.5714285714285711,0.1,0.40677966101694896,0.4,0.6,0.576923076923077,0.048507462686567,0.5,0.5,0.0,1,3.0
नदीपति,0.42857142857142894,0.1,0.570621468926554,0.4,0.4,0.284615384615385,0.048507462686567,0.0,0.5,1.84028249003368e-05,1,2.6
नदीभल्लातक,1.0,0.1,0.570621468926554,1.0,0.6,0.284615384615385,0.048507462686567,0.5,1.0,0.0,1,1.8
झषनिकेत,0.5714285714285711,0.1,0.401129943502825,0.6,0.4,0.10769230769230802,0.10634328358208998,0.0,0.75,0.0,1,2.2
तोयराशि,0.5714285714285711,0.0,0.350282485875706,0.4,0.6,0.0,0.048507462686567,0.0,0.75,0.0,1,2.4
पाथोनिधि,0.7142857142857142,0.0,0.350282485875706,0.4,0.8,0.0,0.048507462686567,0.0,0.75,0.0,1,2.8
अमीनिधि,0.5714285714285711,0.1,1.0,0.2,0.8,0.007692307692308001,0.11194029850746302,0.0,0.75,0.0,1,2.8
शुद्धोद,0.5714285714285711,0.0,0.350282485875706,0.4,0.6,0.0,0.048507462686567,0.5,0.25,0.0,1,2.2
तरंत,0.14285714285714302,0.2,0.7514124293785308,0.2,0.2,0.10769230769230802,1.0,0.0,0.25,0.000179801705715,1,3.0
अवधिमान,0.5714285714285711,0.0,0.350282485875706,0.4,0.6,0.0,0.048507462686567,0.0,0.75,0.0,1,3.0
अवारपार,0.5714285714285711,0.0,0.350282485875706,0.4,0.6,0.0,0.048507462686567,0.0,0.75,0.0,1,2.2
रत्नगर्भ,0.7142857142857142,0.1,0.576271186440678,0.8,0.4,0.384615384615385,0.048507462686567,1.0,0.5,5.30954426259636e-05,1,3.0
तोयालय,0.42857142857142894,0.0,0.350282485875706,0.4,0.4,0.0,0.048507462686567,0.0,0.5,0.0,1,2.6
परांगव,0.42857142857142894,0.0,0.350282485875706,0.4,0.4,0.0,0.048507462686567,0.0,0.5,0.0,1,3.0
पाथनिधि,0.5714285714285711,0.0,0.350282485875706,0.4,0.6,0.0,0.048507462686567,0.0,0.75,0.0,1,2.6
वरुणवास,0.5714285714285711,0.0,0.350282485875706,0.6,0.4,0.0,0.048507462686567,0.0,0.75,0.0,1,2.8
अधिरथी,0.42857142857142894,0.1,0.8531073446327679,0.2,0.6,0.284615384615385,0.048507462686567,0.0,0.5,4.00192743429581e-05,1,2.5
यादःपति,0.5714285714285711,0.1,0.570621468926554,0.4,0.6,0.284615384615385,0.048507462686567,0.0,0.5,0.0,1,3.0
वरुणोद,0.42857142857142894,0.0,0.350282485875706,0.4,0.4,0.0,0.048507462686567,0.0,0.5,0.0,1,2.4
सलिलपति,0.5714285714285711,0.1,0.570621468926554,0.6,0.4,0.284615384615385,0.048507462686567,0.0,0.75,0.0,1,2.4
सलिलराज,0.5714285714285711,0.1,0.570621468926554,0.6,0.4,0.284615384615385,0.048507462686567,0.0,0.75,0.0,1,2.6
विप्र,0.14285714285714302,0.0,0.0,0.2,0.25,0.0,0.0,0.33333333333333304,0.0,0.021385825651948,1,2.6666666666666665
बाम्हन,0.28571428571428603,0.153846153846154,0.026041666666667004,0.4,0.25,0.03125,0.007171314741035999,0.33333333333333304,0.0,0.001471690600687,1,2.8333333333333335
त्रयीमुख,0.5714285714285711,0.0,0.0,0.6,0.5,0.0,0.0,0.33333333333333304,1.0,0.0,1,2.6666666666666665
द्विजपति,0.5714285714285711,0.23076923076923103,1.0,0.6,0.5,0.09821428571428599,0.032669322709163,0.33333333333333304,1.0,0.0,1,3.0
द्विजेंद्र,0.857142857142857,0.23076923076923103,1.0,0.6,1.0,0.09821428571428599,0.032669322709163,0.666666666666667,1.0,0.0014894879585070004,1,3.0
द्विजेन्द्र,1.0,0.23076923076923103,1.0,0.8,1.0,0.09821428571428599,0.032669322709163,1.0,1.0,0.003994535888723,1,2.8333333333333335
सावित्र,0.42857142857142894,0.615384615384615,0.770833333333333,0.4,0.5,1.0,0.12191235059761,0.33333333333333304,0.5,0.00016826721730200004,1,3.0
भूसुर,0.14285714285714302,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.000339620907851,1,2.8333333333333335
इरेश,0.0,0.23076923076923103,0.557291666666667,0.0,0.25,0.6026785714285711,0.0015936254980079998,0.0,0.0,0.00016515586692100002,1,3.0
वर्णज्येष्ठ,1.0,0.0,0.0,1.0,0.75,0.0,0.0,1.0,0.5,0.0,1,2.8333333333333335
अग्निशिखा,1.0,0.14285714285714302,0.25,0.6,1.0,0.565573770491803,0.045751633986928,1.0,0.75,0.003096705502698,1,2.0
धधक,0.14285714285714302,0.14285714285714302,0.25,0.4,0.0,0.557377049180328,0.032679738562092005,0.0,0.25,0.079633166707583,1,3.0
अर्चि,0.42857142857142894,0.0,0.18478260869565197,0.2,0.6,0.549180327868853,0.032679738562092005,1.0,0.25,0.000704941090045,1,2.3333333333333335
धँधोर,0.42857142857142894,0.14285714285714302,0.260869565217391,0.4,0.4,0.5983606557377049,0.032679738562092005,0.0,0.25,0.0,1,2.3333333333333335
प्रसिति,0.7142857142857142,0.28571428571428603,0.58695652173913,0.6,0.6,1.0,1.0,1.0,0.75,0.0,1,2.4285714285714284
विखण्डन,0.75,0.33333333333333304,0.45454545454545403,1.0,0.5,0.216216216216216,0.0,1.0,0.75,0.000453801679939,1,2.7
अवच्छेदन,1.0,0.33333333333333304,1.0,1.0,1.0,0.216216216216216,0.5,1.0,1.0,0.0,1,1.8
तक़सीम,0.5,0.33333333333333304,0.6363636363636359,0.666666666666667,0.5,0.216216216216216,0.0,0.0,0.5,0.0018226002430129997,1,2.727272727272727
तक्सीम,0.5,0.33333333333333304,0.6363636363636359,0.666666666666667,0.5,0.216216216216216,0.0,1.0,0.5,0.000228355332533,1,3.0
तक़्सीम,0.75,0.33333333333333304,0.6363636363636359,0.666666666666667,1.0,0.216216216216216,0.0,1.0,0.0,0.0,1,2.727272727272727
अनपका,0.25,0.111111111111111,0.163636363636364,0.25,0.4,0.0,0.0,0.0,0.4,1.7400836980258802e-05,1,3.0
अपक्व,0.25,0.222222222222222,0.509090909090909,0.25,0.4,0.0,0.0,0.33333333333333304,0.2,0.0006398216079980001,1,2.5
अपरिपक्व,0.625,0.33333333333333304,0.509090909090909,0.75,0.6,0.0,0.0,0.33333333333333304,0.6,0.023495737038832,1,2.5
काँचा,0.25,0.222222222222222,0.36363636363636404,0.0,0.6,0.0,0.0,0.0,0.2,0.0,1,3.0
काचा,0.125,0.222222222222222,0.36363636363636404,0.0,0.4,0.0,0.0,0.0,0.2,0.0,1,3.0
अशृत,0.125,0.111111111111111,0.290909090909091,0.0,0.4,0.0,0.0,0.0,0.2,0.0,1,2.5
अव्युत्पन्न,1.0,0.33333333333333304,0.10909090909090899,1.0,1.0,0.0,0.0,1.0,0.4,0.00040067313086,1,1.5
अनभिज्ञ,0.5,0.33333333333333304,0.7090909090909091,0.5,0.6,0.0,0.0,0.33333333333333304,0.4,0.10604482196757199,1,3.0
अधबुध,0.25,0.0,0.0,0.25,0.4,1.0,0.0,0.0,0.4,0.0,1,1.5
अर्धशिक्षित,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.666666666666667,0.6,0.0024840407062150004,1,1.5
अनसीझा,0.375,0.0,0.12727272727272698,0.25,0.6,0.0,0.0,0.0,0.6,0.0,1,3.0
अचुरा,0.25,0.0,0.12727272727272698,0.0,0.6,0.0,0.0,0.0,0.4,0.0,1,3.0
अविदग्ध,0.5,0.111111111111111,0.23636363636363603,0.5,0.6,0.0,0.0,0.33333333333333304,0.4,0.0,1,2.5
नौसिखुआ,0.5,0.0,0.072727272727273,0.25,0.8,1.0,1.0,0.0,0.4,0.0,1,2.6666666666666665
नौसिख,0.25,0.0,0.163636363636364,0.25,0.4,0.0,0.0,0.0,0.2,5.4876224104209996e-05,1,3.0
नवसिखुआ,0.5,0.0,0.072727272727273,0.5,0.6,1.0,1.0,0.0,0.6,8.574410016282809e-07,1,3.0
अनभ्यस्त,0.625,0.222222222222222,0.327272727272727,0.75,0.6,0.0,0.0,0.666666666666667,0.4,5.4876224104209996e-05,1,2.0
अनतपा,0.25,0.0,0.0,0.25,0.4,0.0,0.0,0.0,0.4,0.0,1,2.5
अगास,0.272727272727273,0.0,0.09009009009009,0.14285714285714302,0.5,0.0,0.007462686567164,0.0,0.25,0.000727366627276,1,2.8
दिव,0.18181818181818202,0.25,0.267267267267267,0.14285714285714302,0.25,0.108433734939759,0.06119402985074599,0.0,0.0,0.0019095732482410002,1,2.857142857142857
दिव्,0.272727272727273,0.25,0.267267267267267,0.14285714285714302,0.5,0.108433734939759,0.06119402985074599,0.33333333333333304,0.0,0.004798659034452,1,2.5714285714285716
ख,0.0,0.25,0.11411411411411398,0.0,0.0,0.180722891566265,0.007462686567164,0.0,0.0,0.36339557066349,1,2.0
अभ्र,0.272727272727273,0.375,0.558558558558558,0.14285714285714302,0.5,0.060240963855422006,0.037313432835820996,0.33333333333333304,0.25,0.000551506413392,1,2.1
गैन,0.18181818181818202,0.125,0.09309309309309301,0.14285714285714302,0.25,0.710843373493976,0.007462686567164,0.0,0.0,0.002668076268392,1,2.6
वियत,0.272727272727273,0.0,0.09009009009009,0.28571428571428603,0.25,0.0,0.007462686567164,0.0,0.25,0.000650960735893,1,2.4
वियत्,0.36363636363636404,0.0,0.09009009009009,0.28571428571428603,0.5,0.0,0.007462686567164,0.33333333333333304,0.25,0.0,1,2.0
सोमधारा,0.545454545454545,0.125,0.22822822822822797,0.42857142857142894,0.75,0.024096385542169,0.008955223880597,0.0,0.75,0.0,1,2.2
वृजन,0.272727272727273,0.625,0.47747747747747793,0.28571428571428603,0.25,0.771084337349398,0.43134328358209,0.0,0.25,1.52572857967319e-05,1,2.2222222222222223
त्रिदशवर्त्म,1.0,0.0,0.09009009009009,1.0,1.0,0.0,0.007462686567164,1.0,1.0,0.0,1,1.0
त्रिदिव,0.545454545454545,0.25,0.26426426426426397,0.42857142857142894,0.75,0.09638554216867501,0.041791044776118995,0.33333333333333304,0.5,0.000263274754535,1,2.2
नभस्थल,0.45454545454545403,0.0,0.09009009009009,0.5714285714285711,0.25,0.0,0.007462686567164,0.33333333333333304,0.5,2.4432426556803896e-05,1,1.8
मेघद्वार,0.6363636363636359,0.125,0.201201201201201,0.5714285714285711,0.75,0.44578313253012003,0.007462686567164,0.33333333333333304,0.5,4.6697747200559296e-05,1,3.0
मेघवेश्म,0.6363636363636359,0.0,0.09009009009009,0.5714285714285711,0.75,0.0,0.007462686567164,0.33333333333333304,0.5,0.0,1,2.4
अविष,0.272727272727273,0.375,0.576576576576577,0.14285714285714302,0.5,0.373493975903614,0.42985074626865705,0.0,0.25,6.0395942914213e-05,1,2.3846153846153846
द्यु,0.272727272727273,0.625,0.5645645645645649,0.14285714285714302,0.5,0.626506024096386,0.15223880597014902,0.33333333333333304,0.25,0.00039733502327999996,1,2.5714285714285716
महाविल,0.45454545454545403,0.125,0.351351351351351,0.42857142857142894,0.5,0.373493975903614,0.007462686567164,0.0,0.5,0.0,1,2.4444444444444446
निर्मोक,0.545454545454545,0.375,0.14114114114114099,0.42857142857142894,0.75,0.120481927710843,0.035820895522388,0.33333333333333304,0.25,0.00047800790512699995,1,2.8076923076923075
तारापथ,0.45454545454545403,0.0,0.09009009009009,0.42857142857142894,0.5,0.0,0.007462686567164,0.0,0.5,9.151248280302209e-06,1,2.0
तारायण,0.45454545454545403,0.0,0.09009009009009,0.42857142857142894,0.5,0.0,0.007462686567164,0.0,0.5,9.151248280302209e-06,1,2.0
क्षति,0.5,1.0,0.5154639175257729,0.5,0.666666666666667,0.5753424657534251,0.131578947368421,1.0,0.33333333333333304,0.136733354558577,1,2.75
अपच्छेद,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.666666666666667,0.0,1,2.5
ईक्षण,0.6,1.0,0.495049504950495,0.666666666666667,0.5,0.875,0.292682926829268,1.0,0.33333333333333304,0.00018334897911300002,1,1.6666666666666667
असंसारी,0.5,0.5,1.0,0.2,0.75,0.0,0.0,0.0,0.5,0.000411930165078,1,3.0
जगद्विनाश,1.0,0.0,0.195121951219512,1.0,1.0,0.147540983606557,0.024,0.5,0.75,0.0,1,3.0
पटेला,0.42857142857142894,0.0,0.0,0.25,0.666666666666667,0.0,0.008,0.0,0.5,0.0036824274561790002,1,3.0
विलयन,0.42857142857142894,0.5,0.17073170731707302,0.5,0.33333333333333304,0.21311475409836103,0.0,0.0,0.5,0.084167593622544,1,3.0
संविलयन,0.7142857142857142,0.33333333333333304,0.146341463414634,0.75,0.666666666666667,0.114754098360656,0.0,0.0,0.75,0.0,1,3.0
तपश्चर्या,0.875,0.0,0.009132420091324,1.0,0.6,0.0,0.0,1.0,0.75,0.004258897569444,1,1.0
तपोव्रत,0.625,0.0,0.009132420091324,0.75,0.4,0.0,0.0,0.5,0.5,8.13802083333333e-05,1,1.5
तपस,0.125,0.6,0.794520547945205,0.25,0.0,0.27710843373494,1.0,0.0,0.25,0.005873563220605,1,3.0
तपश्चरण,0.625,0.0,0.009132420091324,1.0,0.2,0.0,0.0,0.5,0.75,0.000244140625,1,1.0
निदाघ,0.375,0.4,0.06392694063926901,0.25,0.4,0.20481927710843398,0.0,0.0,0.25,0.00033543424835000003,1,2.0
निदाघकाल,0.75,0.0,0.031963470319635,0.75,0.6,0.14457831325301201,0.0,0.0,0.75,0.0,1,2.0
शुचि,0.25,1.0,1.0,0.0,0.4,0.4939759036144579,0.14710252600297197,0.0,0.25,0.006002581188058001,1,1.6666666666666667
अवदाध,0.375,0.2,0.059360730593607004,0.25,0.4,0.168674698795181,0.0,0.0,0.5,0.0,1,2.0
ज्वर,0.25,0.0,0.0,0.25,0.2,0.14457831325301201,0.038632986627043,0.5,0.25,0.15359688917692801,1,2.5
त्रिपाद,0.625,0.2,0.5205479452054791,0.5,0.6,0.313253012048193,0.267459138187221,0.5,0.5,3.906586907621429e-05,1,2.25
आतप,0.125,0.6,0.159817351598174,0.0,0.2,0.373493975903614,0.07875185735512599,0.0,0.25,0.002694814646817,1,2.3333333333333335
आगर,0.0,1.0,1.0,0.0,0.166666666666667,1.0,1.0,0.0,0.33333333333333304,0.004985916506215,1,2.142857142857143
अभिघात,0.5714285714285711,0.166666666666667,0.10526315789473699,0.33333333333333304,0.75,0.18181818181818202,0.29508196721311497,0.0,0.666666666666667,0.000647866751478,1,3.0
अवघात,0.42857142857142894,0.33333333333333304,0.8947368421052628,0.33333333333333304,0.5,0.818181818181818,0.49726775956284097,0.0,0.666666666666667,5.27541866900085e-06,1,2.909090909090909
शुक्ल,0.33333333333333304,0.3,0.23076923076923103,0.4,0.4,0.245283018867924,0.0,0.5,0.0,0.594511045099842,1,3.0
धावड़ा,0.444444444444444,0.1,0.258741258741259,0.4,0.6,0.226415094339623,0.0,0.0,0.33333333333333304,0.0,1,3.0
धव,0.0,0.1,0.258741258741259,0.2,0.0,0.226415094339623,0.0,0.0,0.0,0.004988930809766,1,3.0
धाव,0.111111111111111,0.2,0.27972027972028,0.2,0.2,0.25,0.027777777777778,0.0,0.0,0.017149449658569998,1,2.5
ताम्रपुष्पी,1.0,0.1,0.258741258741259,1.0,1.0,0.226415094339623,0.0,1.0,1.0,0.0,1,2.5
सीधुपुष्पी,0.8888888888888891,0.1,0.258741258741259,0.8,1.0,0.226415094339623,0.0,0.5,1.0,0.0,1,2.0
शुक्लवृक्ष,0.8888888888888891,0.0,0.097902097902098,1.0,0.8,0.150943396226415,0.0,1.0,0.666666666666667,0.0,1,2.5
सिन्दूरी,0.666666666666667,0.2,0.314685314685315,0.6,0.8,0.23584905660377398,0.0,0.5,0.666666666666667,0.009260702815628,1,3.0
नंदितरु,0.555555555555556,0.0,0.097902097902098,0.6,0.6,0.150943396226415,0.0,0.0,0.666666666666667,0.0,1,2.0
नन्दितरु,0.666666666666667,0.0,0.097902097902098,0.8,0.6,0.150943396226415,0.0,0.5,0.666666666666667,0.0,1,2.0
नंदी,0.222222222222222,0.5,0.496503496503497,0.2,0.4,0.669811320754717,0.166666666666667,0.0,0.33333333333333304,0.19381996195940196,1,3.0
याम्या,0.5,0.5,0.179775280898876,0.25,0.75,0.135593220338983,0.0,1.0,0.33333333333333304,7.23987141988358e-05,1,3.0
अवाची,0.33333333333333304,0.0,0.089887640449438,0.0,0.75,0.0,0.0,0.0,0.666666666666667,0.0,1,3.0
वैवस्वती,0.833333333333333,0.25,0.696629213483146,0.75,0.75,0.5254237288135589,0.0,1.0,0.666666666666667,1.44797428397672e-05,1,2.5
दकन,0.0,0.0,0.067415730337079,0.25,0.0,0.152542372881356,0.0,0.0,0.33333333333333304,2.17196142596508e-05,1,3.0
साउथ,0.166666666666667,0.0,0.0,0.0,0.5,0.084745762711864,0.0,0.0,0.0,0.227303003098665,1,3.0
ढाल,0.125,0.125,0.154362416107383,0.0,0.2,0.297297297297297,0.015748031496063,0.0,0.0,0.147971571449245,1,
क्रम,0.125,0.0,0.0,0.25,0.2,0.0,0.0,1.0,0.2,0.54077861632128,1,2.3333333333333335
अनुक्रमणिका,1.0,0.25,0.13265306122449003,1.0,1.0,0.103896103896104,0.128289473684211,1.0,1.0,0.0,1,1.3333333333333333
आनुपूर्व,0.625,0.0,0.0,0.5,0.8,0.0,0.0,1.0,0.4,0.0,1,2.0
रङ्ग,0.33333333333333304,0.75,0.5,0.5,0.0,0.7272727272727271,0.168,1.0,0.0,0.0,1,2.857142857142857
इब्तिदा,0.5,0.25,0.25352112676056304,0.4,0.666666666666667,0.38888888888888895,0.5,0.5,0.5,0.00035452395910400003,1,2.8125
इंस्टिट्यूट,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.027918155321550002,1,3.0
मुकदमा,0.5,0.0,0.0,0.666666666666667,0.33333333333333304,0.0,0.0,0.0,1.0,0.079048462056914,1,2.5
मुकद्दमा,0.833333333333333,0.0,0.0,1.0,0.666666666666667,0.0,0.0,1.0,1.0,0.0018732655356099998,1,2.5
मुक़दमा,0.666666666666667,0.0,0.0,0.666666666666667,0.666666666666667,0.0,0.0,0.0,0.5,0.0,1,3.0
मुक़द्दमा,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,4.1354382420692e-05,1,3.0
अभियोग,0.5,1.0,1.0,0.33333333333333304,0.666666666666667,1.0,1.0,0.0,1.0,0.004559540632000999,1,3.0
विहार,0.5,0.14285714285714302,0.01840490797546,1.0,0.33333333333333304,0.09090909090909101,0.0,0.0,0.33333333333333304,0.059649778734678,1,3.0
अठखेली,0.75,0.28571428571428603,0.128834355828221,1.0,0.666666666666667,0.045454545454546,0.0,0.0,1.0,0.002945906833279,1,2.0
कौतुक,0.5,1.0,0.766871165644172,1.0,0.33333333333333304,1.0,1.0,0.0,0.33333333333333304,0.015114591751803002,1,2.75
केलि,0.25,0.42857142857142894,1.0,0.0,0.33333333333333304,0.09090909090909101,0.039106145251397,0.0,0.33333333333333304,0.0037537793781390006,1,2.875
कलोल,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33333333333333304,0.000623668459781,1,2.0
किलोल,0.5,0.0,0.0,1.0,0.33333333333333304,0.0,0.0,0.0,0.33333333333333304,0.000488298561534,1,2.0
अर्गल,0.5,0.5714285714285711,0.31288343558282206,1.0,0.33333333333333304,0.6948051948051949,0.156424581005587,1.0,0.33333333333333304,0.00113708503331,1,3.0
ढाक,0.0,0.166666666666667,0.174242424242424,0.0,0.25,0.17777777777777803,0.0,0.0,0.0,0.139518693883926,1,3.0
वक्रपुष्प,0.75,0.5,0.43181818181818205,0.8,0.75,0.766666666666667,0.0,0.666666666666667,0.5,0.0,1,2.6666666666666665
नाहर,0.125,0.33333333333333304,0.07575757575757598,0.2,0.25,0.022222222222222,0.51219512195122,0.0,0.25,0.165713823082206,1,2.6666666666666665
पूतदारु,0.5,0.166666666666667,0.174242424242424,0.4,0.75,0.17777777777777803,0.0,0.0,0.75,0.0,1,2.3333333333333335
पूतद्रु,0.5,0.666666666666667,0.515151515151515,0.4,0.75,1.0,0.21951219512195103,0.33333333333333304,0.5,0.0,1,2.3333333333333335
महावरोह,0.5,0.166666666666667,0.174242424242424,0.6,0.5,0.17777777777777803,0.0,0.0,0.75,0.0,1,3.0
पड़ाशी,0.375,0.0,0.0,0.2,0.75,0.0,0.0,0.0,0.5,0.0,1,2.6666666666666665
त्रिवृंत,0.625,0.0,0.0,0.4,1.0,0.0,0.0,0.33333333333333304,0.5,0.0,1,2.6666666666666665
त्रिवृन्त,0.75,0.0,0.0,0.6,1.0,0.0,0.0,0.666666666666667,0.5,0.0,1,3.0
त्रिपर्ण,0.625,0.0,0.0,0.6,0.75,0.0,0.0,0.666666666666667,0.5,0.0,1,3.0
त्रिपर्णा,0.75,0.0,0.0,0.6,1.0,0.0,0.0,0.666666666666667,0.75,0.000196412989982,1,3.0
लाक्षातरु,0.75,0.0,0.0,0.6,1.0,0.0,0.0,0.33333333333333304,0.5,0.0,1,2.3333333333333335
यूप्य,0.25,0.166666666666667,0.060606060606060996,0.2,0.5,0.022222222222222,0.0,0.33333333333333304,0.25,0.0,1,2.6666666666666665
ब्रह्मद्रुम,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.75,0.0,1,2.3333333333333335
