word,frequency
प्रश्न,1055
करा,1051
विज्ञान,1033
स्त्री,1031
अतिरिक्त,1030
साहित्य,1030
भूमि,1018
नीचे,1012
रंग,1005
सिद्धान्त,998
साल,996
साहब,995
ज्यादा,993
कैसे,988
रात,985
१०,977
बढ,976
रोग,975
७,971
काल,966
कृषि,957
पिता,952
परियोजना,949
उत्पन्न,948
नीति,947
लाभ,939
धीरे,935
भाई,926
भाव,924
स्थापित,921
बंद,917
मानव,915
मामला,913
अनुभव,912
बालक,911
महत्वपूर्ण,910
वृद्धि,908
टन,906
सदस्य,899
जाति,897
लोक,895
उद्देश्य,889
प्रदान,888
सामान्य,887
बैंक,886
पीछे,886
पूर्ण,886
पुस्तक,886
ई,878
तरफ,873
संबंध,872
कला,870
जनता,865
विश्वास,863
हिन्दी,863
मंत्री,861
अन्तर्गत,861
विधि,856
बस,856
प्रमुख,853
केंद्रीय,853
समान,849
वैज्ञानिक,837
कहानी,832
जगह,831
फसल,829
किसान,825
उपलब्ध,823
मांग,823
कमी,822
माध्यम,821
भिन्न,821
पहला,818
कविता,818
हेतु,808
प्रस्तुत,807
थोड़ा,807
लड़की,803
जितना,802
अधिकारी,802
परिवर्तन,797
हाँ,793
जिला,792
प्रक्रिया,791
रुप,789
प्रयास,788
लौट,784
नेता,782
कहाँ,781
सुविधा,778
सरकारी,773
देर,771
भीतर,770
बढ़ा,769
रच,768
कुल,767
पकड,764
प्रणाली,756
क्षमता,753
पढ,751
सही,746
प्रथम,746
स्वीकार,743
जमीन,743
उचित,737
क्रिया,736
स्वर,736
पैदा,732
राम,730
गांधी,730
पुलिस,728
८,725
दल,725
संस्कृति,724
बिजली,724
व्यवहार,721
साधन,719
इतिहास,718
हजार,716
मगर,716
मूल,712
मत,711
पैसा,711
जबकि,710
शायद,709
पुराना,708
पहुँच,707
दर्शन,706
सूचना,705
शामिल,703
अधिकार,701
पक्ष,699
खुल,699
जारी,698
ए,698
सिर,697
बल्कि,696
नदी,696
माल,696
पत्नी,694
उपभोक्ता,692
पिछला,691
मर,687
ताकि,686
बल,686
मुँह,683
२०,680
संघ,680
सीमा,679
खोल,677
चीज,675
नियम,674
कर्मचारी,674
फल,672
युद्ध,671
अन्त,671
घटना,669
सुधार,668
विश्व,667
प्रशिक्षण,667
संगठन,666
ग्राम,666
भावना,666
निश्चित,664
जन्म,663
नगर,658
रोक,657
दर,657
प्रस्ताव,656
ग्रामीण,655
स्थापना,654
सन्,651
खेल,651
निर्णय,650
समाप्त,649
सामग्री,648
अनुसंधान,647
१२,647
पद,643
मध्य,638
गिर,638
विवाह,637
गुण,637
१५,637
बाजार,637
पदार्थ,636
ख,636
महीना,632
पुरुष,631
प्राय,629
चला,627
आरम्भ,626
चाहिये,626
अवधि,625
अवसर,624
आवाज,623
मिट्टी,619
संगीत,619
सहकारी,616
लाल,615
समूह,615
संस्था,613
कांग्रेस,611
१९८३,609
बैठक,607
अन्दर,604
एस,604
तभी,604
वर्तमान,601
तत्व,598
माता,598
कपडा,598
पति,598
शहर,597
याद,595
व्यापार,595
अपेक्षा,594
लंबा,592
अवस्था,592
कमरा,591
सत्य,590
९,585
जानकारी,583
मै,583
चेहरा,583
पुन,582
स्कूल,576
राष्ट्र,576
खोज,575
काट,573
आँख,572
पद्धति,571
सिर्फ,569
परिणाम,566
उतना,566
तेल,562
अर्थात्,561
जोर,561
बीज,559
पशु,559
अलावा,557
महत्व,555
अ,553
तुम्ह,553
स्वरूप,552
३०,551
यद्यपि,550
डी,550
खरीद,550
लक्ष्य,549
मात्र,549
१९८५,549
आधुनिक,548
पुत्र,548
अत्यन्त,547
कोशिश,546
जल्दी,545
पर्याप्त,545
युग,544
सम्बन्धी,543
१९८४,543
प्रकाशित,541
संयुक्त,540
प्रकाश,539
वैसे,538
आंख,537
इकाई,536
गहरा,535
वास्तविक,534
पंजाब,534
प्रेम,534
परीक्षण,533
परिस्थिति,533
किस्म,531
संस्थान,531
दिशा,531
संपूर्ण,531
आशा,530
संघर्ष,530
प्रकट,529
मृत्यु,528
सो,526
प्रयत्न,524
खर्च,524
विस्तार,520
संबंधित,520
निर्धारित,518
तथ्य,516
पार्टी,514
तीसरा,513
बुला,513
नजर,513
सहयोग,512
अवश्य,510
बोली,510
फैल,509
संसार,508
अभाव,507
लड़का,507
बचा,506
संबन्धित,506
आदेश,505
उदाहरण,504
विकसित,503
दस,503
दु,503
सिद्ध,502
भारी,502
प्रकृति,501
पांच,500
वातावरण,500
संबंधी,500
आयात,500
ढंग,499
फूल,497
उतर,497
प्रारम्भ,497
चुनाव,496
मालूम,496
लक्षण,496
शासन,496
मार्ग,495
चर्चा,495
जन,492
रिपोर्ट,492
रास्ता,491
अंग,490
लागू,490
विशिष्ट,489
बच,489
एम,489
उच्च,484
औद्योगिक,483
रेखा,483
सुन्दर,483
इच्छा,481
नियंत्रण,480
स्वतन्त्रता,480
प्रगति,479
पौध,478
लेखक,478
संदर्भ,477
कवि,477
सभा,476
कल,476
गति,475
सुख,475
योग,474
सीख,472
दूध,471
मुद्रा,471
मानक,470
सुरक्षा,469
कानून,469
सौ,468
२५,466
प्राचीन,465
५०,465
तू,465
तुलना,464
तरीका,464
बेटा,463
मिला,460
रूपया,460
बुरा,459
तकनीकी,457
परीक्षा,457
अनुमान,456
भूल,456
वहीं,455
उपाय,454
अध्यक्ष,454
छात्र,454
आकार,453
कृष्ण,451
सड़क,451
खेत,450
पूर्ति,450
नामक,449
११,449
साफ,449
उल्लेख,449
०००,448
रस,448
वर्णन,448
लेखा,447
ऊर्जा,446
१९८०,446
जरूरत,445
पौधा,444
खुद,444
आत्मा,442
अकेला,441
पहचान,439
प्रभावित,439
अधिकांश,438
सहायक,437
वास्तव,436
राशि,436
स्थित,435
परम्परा,435
सेना,434
महिला,433
धन,433
मार्च,432
खेती,432
डर,431
चिकित्सा,431
व्यापक,431
वक्त,429
व्यवसाय,427
इधर,427
विरोध,426
खाना,426
मित्र,425
देवता,425
वाद्य,425
दक्षिण,424
लागत,424
बोर्ड,424
वन,422
बी,422
भला,422
ओङ्,422
विदेशी,421
शैली,421
राजनीतिक,421
भोजन,419
प्रचार,419
किंतु,418
बाल,416
मकान,415
सफल,414
मानसिक,413
सिंचाई,412
भवन,412
समस्त,411
कल्पना,411
१९८६,411
उधर,410
आयु,410
बराबर,410
धार्मिक,409
प्राप्ति,408
आयोग,408
तेजी,406
रक्षा,405
डा,403
गैस,403
व्यक्तित्व,403
प्रवेश,401
धारा,400
व्यय,400
निगम,398
टूट,397
राज,397
फिल्म,397
औरत,397
व्यक्त,397
१९८२,396
भूमिका,394
राजस्थान,394
१४,393
१६,393
इस्तेमाल,392
रेल,392
मजदूर,391
कैसा,390
साधारण,389
जांच,389
अंग्रेजी,389
प्रकाशन,388
मंत्रालय,388
सीमित,387
हिस्सा,387
यात्रा,387
नष्ट,386
जोड,386
विश्वविद्यालय,386
आय,386
शेष,385
ग्रन्थ,385
स्वास्थ्य,385
आम,384
उपकरण,384
माननीय,384
आधारित,383
उप,382
नारी,382
आर,381
दरवाजा,381
वापस,380
कर्म,380
संभव,379
मई,379
घूम,378
निकट,378
दुनिया,377
वृक्ष,377
रोगी,377
क्षेत्रीय,376
निर्भर,376
सवाल,376
उपयुक्त,376
आधा,375
मुक्त,374
हरियाणा,373
गीत,373
क,372
भविष्य,372
अगला,372
पुस्तकालय,371
सम्भव,371
सात,371
प्रमाण,370
सम्मेलन,370
शिक्षण,370
हवा,368
संपर्क,368
तौर,368
अन्तर,368
प्रसिद्ध,368
प्रधान,368
पैर,368
कथा,367
जमा,367
ऋण,367
कीमत,366
कठिन,365
पूजा,364
विद्यालय,364
कम्पनी,364
प्राकृतिक,363
जरूरी,362
इसीलिए,362
सीधे,362
शाखा,360
बिहार,360
घट,359
वितरण,359
सुना,358
तुम्हारी,358
अरा,358
१३,357
पेड,357
कार्यालय,357
अधिनियम,357
लघु,355
शादी,355
सत्ता,355
तेज,354
बुद्धि,354
बिक्री,353
मोटा,352
रोजगार,352
समाचार,351
चुन,351
वायु,350
निर्यात,350
रुक,350
विस्तृत,349
निरन्तर,349
विश्लेषण,349
ब्राह्मण,348
सच,347
आयोजित,347
वित्तीय,347
कठिनाई,346
मूल्यांकन,345
विवरण,345
मीटर,345
निम्नलिखित,345
पाठ्यक्रम,345
सफलता,344
टी,344
कदम,344
पहन,344
मुसलमान,344
राजनीति,344
पश्चिम,343
काव्य,343
नौकरी,343
भेद,342
क्रम,342
महोदय,342
देवी,341
अंक,341
श्रम,341
भगवान,341
चलते,340
अन्तिम,340
शाम,340
बाबू,340
सुबह,340
योग्य,339
हमेशा,339
अप्रैल,339
प्रचलित,338
१८,338
पत्थर,338
हल्का,337
मतलब,335
करीब,335
डॉ,335
ग्रहण,334
रक्त,334
पत्ती,334
बेच,334
दृष्टिकोण,334
विशेषता,334
आग,333
खींच,333
मान्यवर,333
विरोधी,332
जरा,332
दीवार,331
जरूर,331
दशा,330
पात्र,330
सार्वजनिक,330
भुगतान,329
चेत,329
बढा,328
धारणा,328
अधीन,328
सैनिक,327
जुलाई,327
हानि,326
सरल,326
एकदम,326
कब,325
क्षण,324
सुरक्षित,323
शारीरिक,323
०,323
चाय,323
संकेत,322
छा,322
आखिर,322
जीत,322
हाल,321
निजी,321
तत्त्व,321
शान्ति,320
गलत,319
आदर्श,319
अंग्रेज,319
जय,318
पश्चात्,318
तुम्हारा,318
दवा,317
शीघ्र,317
४०,316
पक्षी,316
हल,316
१७,316
हत्या,316
सदन,316
तोड़,315
अभिलेख,315
विपरीत,314
फलस्वरूप,314
भय,314
किनारा,314
चालू,314
अस्तित्व,314
प्रत्यक्ष,313
स्रोत,313
हिन्दू,313
अंत,312
गरीब,312
संरक्षण,311
बाकी,311
पार,311
प्यार,311
श्रेणी,310
साथी,310
दोष,310
समर्थन,310
श्रीमती,310
आन्दोलन,310
अमेरिका,309
पूंजी,309
उत्पाद,309
इस्पात,309
जैन,309
उपज,308
राधा,308
शताब्दी,307
विशाल,307
पृथ्वी,307
विद्यार्थी,307
जून,306
वर्षा,306
विद्वान,306
सुझाव,305
उतार,305
बिल्कुल,305
स्थानीय,305
सर्वेक्षण,304
वर्ण,304
बाबा,304
आयोजन,303
प्रशासन,303
सहित,302
आलोचना,302
१९८१,301
यानी,300
संयंत्र,300
गांव,300
स्वामी,300
संपन्न,299
मान्यता,299
मशीन,299
चरण,299
कलाकार,299
मदद,298
जड़,298
अचानक,298
सहज,298
प्रसार,298
खूब,298
ईश्वर,298
रो,298
युवक,297
पाठ,297
अगस्त,296
प्रतीत,296
अनिवार्य,296
विधान,296
खण्ड,295
पाठक,295
जीव,295
बजे,295
काला,294
पाकिस्तान,294
८५,294
जनसंख्या,294
बजट,294
साध,294
मी,293
खिलाफ,293
प्रधानमंत्री,293
ऊंचा,292
अंश,292
निश्चय,292
हटा,292
बांध,292
सिफारिश,292
शिकार,292
ऐतिहासिक,292
सदा,291
प्रवृत्ति,290
रोज,290
लगातार,289
बंगाल,289
दिल,289
घंटा,289
खास,289
पाँच,289
चिन्ता,289
सम्मिलित,288
स्टेशन,288
अध्याय,287
बावजूद,287
शर्त,287
संसाधन,286
जंगल,286
संभावना,286
सूत्र,286
खाद्य,286
स्वाभाविक,286
कार्यवाही,285
आजकल,285
आठ,285
औषधि,285
सांस्कृतिक,285
सूची,284
प्रबन्ध,284
वाक्य,284
पेंशन,284
संग्रह,283
विद्युत,283
उत्पादक,283
प्रयुक्त,282
लोहा,282
जवाब,282
पालन,282
खाली,282
दृश्य,282
व्यक्तिगत,281
जनवरी,281
ना,281
आंदोलन,281
सीधा,280
शत्रु,280
छूट,280
हरा,280
प्राणी,280
हित,280
शिक्षक,280
लाइसेंस,280
कच्चा,279
गाड़ी,278
माँग,278
संशोधन,278
महसूस,277
भू,277
पश्चिमी,276
गला,276
अर्थात,275
निरीक्षण,275
बातचीत,275
बीमारी,274
गा,274
क्रमश,274
श्रमिक,274
अंतर्गत,273
अत्यधिक,273
रानी,272
वैसा,272
गोली,271
मौसम,270
तय,270
भौतिक,270
लकडी,269
हालत,269
प्रतीक,269
शहरी,269
विदेश,268
कीट,268
सप्ताह,268
द्वितीय,268
दबा,268
संस्कृत,268
निर्धारण,267
सामान,267
मस्तिष्क,267
इत्यादि,266
दिसम्बर,266
चित्रण,266
प्रबंध,265
कल्याण,265
कारखाना,264
भांति,264
मूर्ति,264
प्राथमिक,263
उभर,263
महत्त्वपूर्ण,263
उपलब्धि,263
परस्पर,262
कलकत्ता,262
कहला,261
उर्वरक,261
कागज,261
घोड़ा,261
वनस्पति,261
राय,261
खान,261
प्रतिनिधि,261
प्रौद्योगिकी,260
सफेद,260
दर्द,260
विरुद्ध,260
पेट,260
कमेटी,260
रसायन,259
दिला,259
मौका,259
बुद्ध,259
मुख,258
भार,258
बाढ,257
ओ,257
खुशी,257
मना,256
२४,256
इलाका,256
फेंक,256
सहारा,255
घोषणा,255
८०,254
जीवित,254
समुद्र,254
१००,254
इसलिये,254
निर्मित,254
सप्लाई,254
२१,253
चुप,253
हिसाब,253
अन्तर्राष्ट्रीय,253
स्थायी,253
आदत,253
१९,252
सोना,252
जुड़,252
ऊँचा,252
८४,252
खत्म,252
सचिव,252
हिंदी,252
नाटक,252
उक्त,251
अपराध,251
शुरु,251
सितंबर,250
गैर,250
राजीव,250
उपयोगी,249
युक्त,249
अनुपात,248
निम्न,248
नवीन,248
यू,248
कान,248
अंतिम,248
मंदिर,248
परिचय,247
हे,247
कट,246
चीनी,246
शर्मा,246
सम्बद्ध,246
पढ़,246
राजनैतिक,246
चरित्र,245
समझा,245
८६,245
बाप,245
गाय,245
मद,245
तर्क,245
कथन,245
विविध,244
दूरी,244
खाँ,244
स्थल,243
३१,243
यथार्थ,243
राग,243
मजबूत,242
धरती,242
दुकान,242
गतिविधि,241
इ,241
देखो,241
प्राधिकारी,241
विद्यमान,240
वार्षिक,240
समुदाय,240
भीड़,240
आकृति,240
बोध,240
अस्पताल,240
गृह,239
लेख,239
बह,239
८३,239
आयुर्वेद,239
मन्दिर,239
धारण,238
लाइन,238
नाइट्रोजन,238
वस्त्र,238
आसानी,238
अति,238
अनुरूप,238
व्यइत,238
सभ्यता,238
संस्कार,238
उपस्थित,237
सचमुच,237
महाराज,237
मिनट,236
पत्रिका,236
शुद्ध,236
कोयला,236
सिख,236
त्याग,235
आचार्य,235
ठहर,235
समाधान,235
पीठ,235
चित्रित,235
स्वतन्त्र,234
शराब,234
खाता,234
समझौता,234
प्रसाद,234
जेल,234
सलाह,233
शिकायत,233
उम्र,233
उपक्रम,233
वीर,233
निधि,233
खराब,232
कक्ष,232
अनुवाद,232
ध्वनि,232
प्रसन्न,231
६०,231
पढ़ा,231
ह्रदय,231
रुचि,231
नींद,230
सौन्दर्य,230
अखबार,230
अनुकूल,229
अभ्यास,229
डाक्टर,229
मुख्यमंत्री,229
अंदर,228
व्याख्या,228
कालेज,228
खो,228
वी,228
अक्सर,228
संकल्प,228
कक्षा,228
जला,227
इंजन,227
पत्रा,227
कार,227
कार्रवाई,227
एन,226
प्रेरणा,226
काली,226
मुश्किल,226
बहू,226
रु,226
आफ,226
आतंकवादी,226
तहत,225
पूर्वी,225
प्रदर्शन,225
तीव्र,225
सम्पत्ति,225
संकट,224
संरचना,224
अग्नि,224
खबर,224
सच्चा,224
आश्चर्य,224
फैसला,224
पुराण,223
झुक,223
परमाणु,223
पाँव,223
अनुसूचित,223
संविधान,223
नागरिक,222
प्रदर्शित,222
नृत्य,222
भाषण,222
मौत,222
एकता,222
गुजरात,221
ज्ञात,220
नवंबर,220
फरवरी,220
चौधरी,220
महान,220
तार,220
छिप,220
वजह,220
योगदान,219
प्रार्थना,219
गुजर,219
सम्मान,219
नैतिक,219
तैयारी,219
मालिक,219
शासक,219
अफसर,219
बम्बई,219
पहुंचा,217
२२,217
विजय,217
नियमित,217
गर्म,217
आराम,217
अन्तरिक्ष,217
स्वतंत्र,216
स्वस्थ,216
कमजोर,216
दुख,216
आंकड़ा,215
नेतृत्व,215
बीस,215
प्रोत्साहन,215
नियोजन,215
रकम,215
मछली,214
ताप,214
आक्रमण,214
जिन्दगी,214
लड़ाई,214
डाक,214
विशेषज्ञ,213
आदिवासी,213
करवा,213
ग,213
व्यावहारिक,213
बतला,213
बेटी,213
लडका,213
मजदूरी,213
टिकट,213
वित्त,213
सूक्ष्म,212
स्थिर,212
सूर्य,212
चूंकि,212
एल,212
मुगल,212
जर्मनी,212
अँधेरा,211
माँस,211
जगत,211
देव,211
हृदय,211
गुस्सा,211
सम्प्रदाय,211
शास्त्र,210
१९८७,210
वैदिक,210
खतरा,209
द्वार,209
सर,209
यूरोप,209
उपर्युक्त,209
पुरूष,209
यातायात,208
बारह,208
शिव,208
दायित्व,208
उल्लेखनीय,208
यहीं,208
एच,207
जानवर,207
क्रय,207
विवेचन,207
माप,207
स्कीम,207
पर्यावरण,206
दौड,206
कष्ट,206
आनन्द,206
१९८८,206
डूब,206
खुश,206
बहन,205
सक्रिय,205
कुर्सी,205
मौजूद,204
शिशु,204
रीति,204
मास्टर,204
परंतु,203
पीला,203
पृथक,203
माह,203
भैया,203
गुरु,203
तेरा,203
अभिव्यक्ति,202
अंकित,202
तथापि,202
मानो,202
चयन,202
यूनिट,202
बजाय,202
धान,201
छ,201
मिश्र,201
पृष्ठ,201
गंगा,201
बिल,201
गरीबी,201
रे,201
अपेक्षित,200
८१,200
प्रसारण,200
यथा,200
अध्यापक,200
मन्त्री,200
ख्याल,200
सामना,199
नौ,199
पेश,199
राष्ट्रपति,199
रेलवे,199
स्पीकर,199
उत्तम,198
फुट,198
आकाश,198
मुक्ति,198
रचना,198
प्रिय,198
वर्गीकरण,198
८२,198
प्रावधान,198
प्रयोगशाला,197
खाद,197
सामूहिक,197
यज्ञ,197
सोवियत,197
नियुक्त,197
आत्म,197
पहलू,196
परिचित,196
खून,196
यंत्र,196
थोडा,196
निष्कर्ष,196
जीवाणु,195
विष,195
समन्वय,195
बिलकुल,195
नि,195
दावा,195
भूख,194
प्राण,194
लखनऊ,194
दाल,194
किताब,194
बीत,194
अनुभूति,194
हट,193
व्यापारी,193
विमर्श,192
संचार,192
बाँस,192
सूखा,192
निदेशक,192
राजधानी,192
दौरा,192
भंडार,191
शोध,191
हमला,191
मि,191
परिणामस्वरूप,191
कठोर,191
स्वभाव,191
प्रतिक्रिया,191
शेर,191
दिमाग,191
जिम्मेदारी,191
बिंदु,190
अधिकतर,190
सागर,190
निर्देश,190
चढ़,190
शुल्क,190
कोटा,190
खनिज,189
गर्मी,189
सौंप,189
तुरन्त,189
स्वप्न,189
२८,188
साँस,188
घुस,188
रोटी,188
न्याय,188
महाराष्ट्र,187
लहर,187
पहाडी,187
छोड,187
विद्या,187
उगा,186
किराया,186
अनुमति,186
उन्नति,186
चित्रकार,186
वेतन,186
आर्य,186
टुकडा,185
अनुरोध,185
हैक्टर,185
अमरीका,185
परंपरागत,185
उपन्यास,185
हार,184
सुनिश्चित,184
कृति,184
बजा,183
बूढा,183
वेद,183
परिषद्,182
अनाज,182
व्यापारिक,182
औसत,182
दशक,182
तमाम,182
हथियार,182
बरस,182
टिप्पणी,182
नाग,182
गली,181
आपस,181
२३,181
धूप,181
स्वीकृति,181
अली,181
कौशल,181
अवशेष,180
निवासी,180
आसपास,180
अधिकतम,180
श्रेष्ठ,180
उत्साह,180
शुक्ल,180
सदैव,179
२००,179
परामर्श,179
शइत,179
प्रतीक्षा,178
दबाव,178
चिन्ह,178
हाउस,178
कंपनी,178
गणना,177
निहित,177
तनाव,177
पिताजी,177
ध्वनी,177
माध्यमिक,177
निभा,176
भोग,176
आवास,176
आस,175
घास,175
सूख,175
कन्या,175
आहार,175
दरबार,175
साहस,175
चिन्तन,175
बौद्ध,175
मानवीय,175
प्रेमचन्द,175
पु,174
२६,174
हिन्दुस्तान,174
पंचायत,174
भूगोल,174
पाल,173
धातु,173
फ्रांस,173
असर,173
बचत,173
परिषद,173
जमाना,173
चुपचाप,173
विधायक,173
पारिवारिक,173
श्रद्धा,172
जोड़,172
कड़ा,172
भेड़,172
पश्चात,172
तुझा,172
आन्तरिक,172
गेहूँ,171
पुकार,171
मैदान,171
सम्भावना,171
क्रोध,171
विचारधारा,171
व्यावसायिक,170
गोबर,170
उत्पत्ति,170
३५,170
हिमाचल,170
बैल,170
विवाद,170
समीक्षा,170
घोषित,170
भक्ति,170
महत्त्व,169
लड,169
८७,169
वस्तुत,169
आज्ञा,169
स्व,169
दादा,169
समुचित,168
महात्मा,168
पसन्द,168
जाँच,168
योग्यता,168
वाणी,168
शाह,168
जयपुर,168
प्रेरित,167
ऊपरी,167
सर्वप्रथम,167
गम्भीर,167
प्रसंग,167
नमूना,166
मास,166
२९,166
बाग,166
भाँति,166
चक्कर,166
कर्तव्य,166
मंच,166
चीन,165
गहराई,165
प्रबल,165
फ,165
गठन,165
दर्जा,165
छह,165
हरिजन,165
आरोप,165
ट्ह,165
अन्यथा,164
स्पर्श,164
नंबर,164
ब्रिटिश,164
विनय,164
शंकर,164
नाक,163
ताल,163
सन्देह,163
काशी,163
संसद,163
तकनीक,162
मध्यम,162
स्मृति,162
हँस,162
हद,161
तट,161
प्र,161
छप,161
जाल,161
मुस्लिम,161
दूरदर्शन,161
जर्मन,160
विष्णु,160
आपसे,160
अभियान,160
बज,160
सहन,160
आजादी,160
चोरी,160
प्रवाह,159
२७,159
इंद्र,159
माला,159
ज्य,159
बँध,159
आँसू,159
वंश,158
गरम,158
अरब,158
पीडा,158
सुपर,158
किलो,158
कोना,158
वार्ता,158
ताकत,158
मनोवैज्ञानिक,158
चमक,158
मम्मी,158
सब्जी,157
९०,157
ग्राहक,157
सर्वाधिक,157
सफाई,157
परिवर्तित,156
दान,156
अपेक्षाकृत,156
प्रारम्भिक,156
एशिया,156
निवेदन,156
प्रतिष्ठा,156
दैनिक,156
मुकाबला,156
बाँध,156
बस्ती,156
पीढ़ी,155
अफ्रीका,155
ऋषि,155
दृढ,155
बाहरी,155
१९७९,155
छत,155
प्रोफेसर,155
स्वार्थ,155
साधु,155
दोस्त,155
महाराजा,155
सावित्री,155
कुशल,154
सतह,154
सामान्यत,154
प्रथा,154
चूर्ण,154
विशेषकर,154
पित्त,154
पुरस्कार,154
सजा,154
अदालत,154
अपितु,154
परिभाषा,154
दिख,154
नुकसान,153
चढा,153
अतएव,153
पैमाना,153
बेहतर,153
सपना,153
परम,153
दार्शनिक,153
शैक्षिक,153
दर्शक,153
जरिये,153
सृष्टि,153
७५,152
उड़,152
हीरा,152
प्रतिदिन,152
तंत्र,152
युवा,152
००,152
पिछडा,152
विनोद,152
एकत्र,151
एफ,151
स्वागत,151
सम्राट,151
विचित्र,151
छवि,151
उपचार,150
अर्जुन,150
फूट,150
कायम,150
मौलिक,150
अजीब,150
पाप,150
साम्राज्य,150
पथ,149
दीख,149
संक्षिप्त,149
गाना,149
संचालन,148
शोर,148
अक्तूबर,148
इंडिया,148
आकर्षण,148
कार्यान्वयन,148
मुद्दा,148
साहित्यिक,148
छुट्टी,148
अत्याचार,148
रूस,147
विभाजन,147
मद्रास,147
प्रयोजन,147
परिवेश,147
दुग्ध,147
सम्पादक,147
इंजीनियर,147
प्रतिभा,147
गुफा,147
दौर,147
उत्तरी,146
उन्नत,146
इकट्ठा,146
रिकार्ड,146
मुड़,146
कुत्ता,146
सह,146
नारा,146
कार्यकर्ता,146
वचन,146
शिष्य,146
प्रेमचंद,146
दोहरा,145
तोड,145
समानता,145
समीप,145
ऋतु,145
राहत,145
अन्ड्,145
फट,144
गर्भ,144
पंद्रह,144
चारा,144
पत्ता,144
बर्तन,144
निवास,144
चेष्टा,144
भूत,144
५००,143
४५,143
अनु,143
अम्ल,143
हिल,143
सिखा,143
विपणन,143
हवाई,143
आग्रह,143
चित्रकला,143
